   31-Oct-2019 13:23:47

=============================================================================
Please enter the name of the location you are interested in: [noh][ugn][ord] 
ord

temp_table

temp_table =

  21976×12 <a href="matlab:helpPopup table" style="font-weight:bold">table</a>

    <strong>Var1</strong>        <strong>Date</strong>       <strong>max</strong>    <strong>min</strong>      <strong>mean</strong>         <strong>dewpt</strong>       <strong>windS</strong>     <strong>windD</strong>      <strong>peak</strong>      <strong>atm</strong>       <strong>sea</strong>      <strong>precip</strong>
    <strong>_____</strong>    <strong>__________</strong>    <strong>___</strong>    <strong>___</strong>    <strong>_________</strong>    <strong>_________</strong>    <strong>_______</strong>    <strong>______</strong>    <strong>______</strong>    <strong>______</strong>    <strong>______</strong>    <strong>______</strong>

     9010    1983-07-03     87     73       80.043       69.739     17.348    193.48       NaN       NaN       NaN        0 
     9011    1983-07-04     79     69       73.667       60.083     10.875    246.67       NaN       NaN       NaN      0.1 
     9012    1983-07-05     67     57       62.261       50.435     10.435    64.348       NaN       NaN       NaN        0 
     9013    1983-07-06     67     52       61.625        42.75     6.1667    105.42       NaN       NaN       NaN        0 
     9014    1983-07-07     79     53       67.833         48.5     4.4583    187.92       NaN       NaN       NaN        0 
     9015    1983-07-08     84     61       73.083       54.458      7.875    219.58       NaN       NaN       NaN        0 
     9016    1983-07-09     88     68       77.375        63.75        5.5    224.17       NaN       NaN       NaN        0 
     9017    1983-07-10     86     70         78.5       68.667     4.2083    129.17       NaN       NaN       NaN        0 
     9018    1983-07-11     91     70       82.208       66.125     8.1667    217.92       NaN       NaN       NaN        0 
     9019    1983-07-12     82     74       78.667       56.708     7.7917    125.42       NaN       NaN       NaN        0 
     9020    1983-07-13     90     69       80.083        56.75       3.25    164.17       NaN       NaN       NaN        0 
     9021    1983-07-14     94     75       84.292           66     6.4583    215.42       NaN       NaN       NaN        0 
     9022    1983-07-15     91     76       83.087       68.913      5.913    210.43       NaN       NaN       NaN        0 
     9023    1983-07-16     91     74       82.727       68.455     5.6818    237.73       NaN       NaN       NaN        0 
     9024    1983-07-17     92     74       82.217        69.87     7.3913    232.17       NaN       NaN       NaN      0.3 
     9025    1983-07-18     89     73       78.739       69.913       3.55     154.5       NaN       NaN       NaN      0.3 
     9026    1983-07-19     90     69       81.087       70.652       5.25     187.5       NaN       NaN       NaN      0.4 
     9027    1983-07-20     95     71       80.958       70.042     9.8261       220       NaN       NaN       NaN      0.6 
     9028    1983-07-21     96     74        85.25       71.542     8.1667    218.75       NaN       NaN       NaN        0 
     9029    1983-07-22     97     77       86.522       71.174     6.5217    202.61       NaN       NaN       NaN        0 
     9030    1983-07-23     86     77       81.167        69.75     6.8696    296.09       NaN       NaN       NaN      0.1 
     9031    1983-07-24     82     69       75.167       62.833     6.7917    197.08       NaN       NaN       NaN        0 
     9032    1983-07-25     79     67       73.435       62.435     8.8261    156.52       NaN       NaN       NaN        0 
     9033    1983-07-26     83     67       75.739       63.174     4.6957     101.3       NaN       NaN       NaN        0 
     9034    1983-07-27     88     67       79.208       58.458     8.4167     182.5       NaN       NaN       NaN        0 
     9035    1983-07-28     98     76       86.458       66.792     12.667    205.42       NaN       NaN       NaN        0 
     9036    1983-07-29     95     76       83.083       71.333     7.6667    226.25       NaN       NaN       NaN        0 
     9037    1983-07-30     87     73       78.304       70.826     4.5217    163.91       NaN       NaN       NaN        0 
     9038    1983-07-31     89     72       79.783       67.304     7.1304    221.74       NaN       NaN       NaN        0 
     9039    1983-08-01     84     67       75.917       58.708     6.6667    250.42       NaN       NaN       NaN        0 
     9040    1983-08-02     82     68       76.619       60.524        4.7       134       NaN       NaN       NaN        0 
     9041    1983-08-03     91     68       80.042       64.375     11.208     197.5       NaN       NaN       NaN        0 
     9042    1983-08-04     86     74       79.136       69.364     7.5714    143.81       NaN       NaN       NaN        0 
     9043    1983-08-05     82     70       75.522         67.5     4.9524    153.81       NaN       NaN       NaN        0 
     9044    1983-08-06     86     69       77.417       64.833     4.6087    175.22       NaN       NaN       NaN        0 
     9045    1983-08-07     87     73       79.957       65.522        4.4     152.5       NaN       NaN       NaN        0 
     9046    1983-08-08     96     71       82.417       64.875        8.5    199.58       NaN       NaN       NaN        0 
     9047    1983-08-09     79     72       75.875       55.958     10.708    57.083       NaN       NaN       NaN        0 
     9048    1983-08-10     90     65       77.958       61.167     12.043       190       NaN       NaN       NaN      0.1 
     9049    1983-08-11     76     66       68.913       60.174     15.304    245.65       NaN       NaN       NaN        0 
     9050    1983-08-12     77     60       69.783       53.174     7.3478    92.174       NaN       NaN       NaN        0 
     9051    1983-08-13     83     61           73       55.875     3.4583    178.75       NaN       NaN       NaN        0 
     9052    1983-08-14     84     67       74.667        57.25     4.4583    224.17       NaN       NaN       NaN        0 
     9053    1983-08-15     87     71       79.333       59.667      4.125    194.17       NaN       NaN       NaN        0 
     9054    1983-08-16     92     69         81.5       60.875     5.7917    194.17       NaN       NaN       NaN        0 
     9055    1983-08-17     89     71        80.65         71.7       12.7     161.5       NaN       NaN       NaN      1.5 
     9056    1983-08-18     85     74       79.125       71.125     5.6522        80       NaN       NaN       NaN        0 
     9057    1983-08-19     97     75       85.625         72.5      7.625    212.08       NaN       NaN       NaN        0 
     9058    1983-08-20     84     73       78.913       65.304     7.3043       100       NaN       NaN       NaN        0 
     9059    1983-08-21     95     73       83.833       66.375          9    188.75       NaN       NaN       NaN        0 
     9060    1983-08-22     83     70       75.364       66.682     7.8182    144.09       NaN       NaN       NaN        0 
     9061    1983-08-23     79     69       72.958       61.333     8.6667    46.667       NaN       NaN       NaN        0 
     9062    1983-08-24     86     70           77       64.818          6    96.667       NaN       NaN       NaN        0 
     9063    1983-08-25     82     73       77.348       67.783     6.1739    190.87       NaN       NaN       NaN      0.1 
     9064    1983-08-26     89     74        79.75       70.708     5.8333    228.33       NaN       NaN       NaN        0 
     9065    1983-08-27     82     72       77.217       69.261      5.087     248.7       NaN       NaN       NaN      0.1 
     9066    1983-08-28     88     73       80.261       65.435     4.4783    163.48       NaN       NaN       NaN        0 
     9067    1983-08-29     91     71       81.042       65.292     5.0909    213.64       NaN       NaN       NaN        0 
     9068    1983-08-30     83     73       77.174       64.696     5.5417     207.5       NaN       NaN       NaN        0 
     9069    1983-08-31     78     71       73.913       64.652     11.391    26.957       NaN       NaN       NaN        0 
     9070    1983-09-01     82     65       74.043       61.696      4.087    143.48       NaN       NaN       NaN        0 
     9071    1983-09-02     86     67        76.25        60.75     3.2174    152.61       NaN       NaN       NaN        0 
     9072    1983-09-03     88     64       76.682         58.5          6    197.73       NaN       NaN       NaN        0 
     9073    1983-09-04     91     67        79.25       58.917     9.6667     197.5       NaN       NaN       NaN        0 
     9074    1983-09-05     92     69       79.625         64.5     13.292    206.67       NaN       NaN       NaN      0.4 
     9075    1983-09-06     78     65       70.792       60.083     8.0417    251.67       NaN       NaN       NaN      0.3 
     9076    1983-09-07     78     59       68.625       50.667     5.5217    246.96       NaN       NaN       NaN        0 
     9077    1983-09-08     87     60       73.182       51.909     5.4091    184.55       NaN       NaN       NaN        0 
     9078    1983-09-09     93     71       80.652       60.043     9.3913    214.78       NaN       NaN       NaN        0 
     9079    1983-09-10     93     71         81.5       65.292     10.792    243.33       NaN       NaN       NaN      0.2 
     9080    1983-09-11     74     60       67.391       47.913     5.5217    202.61       NaN       NaN       NaN        0 
     9081    1983-09-12     73     59       65.917       51.167     6.2083    74.167       NaN       NaN       NaN        0 
     9082    1983-09-13     65     55       60.478        49.87     10.304    216.96       NaN       NaN       NaN        0 
     9083    1983-09-14     68     51       60.217       43.609     6.7083    217.08       NaN       NaN       NaN        0 
     9084    1983-09-15     62     54       57.625       46.292     10.042    147.08       NaN       NaN       NaN      0.5 
     9085    1983-09-16     68     56       61.783       53.636     9.3043    264.35       NaN       NaN       NaN      0.1 
     9086    1983-09-17     76     52       63.136       53.273     6.8182    200.91       NaN       NaN       NaN      0.2 
     9087    1983-09-18     85     67       76.773       66.429     12.043    215.65       NaN       NaN       NaN      1.9 
     9088    1983-09-19     85     62       72.136       65.636          9    165.65       NaN       NaN       NaN      0.7 
     9089    1983-09-20     77     47           60       55.087     12.458    263.75       NaN       NaN       NaN      0.4 
     9090    1983-09-21     52     41        46.75        35.25     10.667    276.25       NaN       NaN       NaN        0 
     9091    1983-09-22     54     38       45.917        33.75     8.8333    273.75       NaN       NaN       NaN        0 
     9092    1983-09-23     57     39       47.583        34.75     6.5833    265.42       NaN       NaN       NaN        0 
     9093    1983-09-24     66     38       53.417       35.083      9.625    182.92       NaN       NaN       NaN        0 
     9094    1983-09-25     58     54       55.833         45.5       7.75    206.25       NaN       NaN       NaN      0.1 
     9095    1983-09-26     70     57       60.958       56.292     3.9583    195.83       NaN       NaN       NaN        0 
     9096    1983-09-27     77     53       65.458       55.583      5.875       170       NaN       NaN       NaN        0 
     9097    1983-09-28     80     59       67.792         54.5     8.0417    159.17       NaN       NaN       NaN        0 
     9098    1983-09-29     80     57       67.417       53.208     3.1364    129.09       NaN       NaN       NaN        0 
     9099    1983-09-30     79     58       67.087       51.913     3.0526    101.05       NaN       NaN       NaN        0 
     9100    1983-10-01     79     54       66.292       52.083     3.5833    165.42       NaN       NaN       NaN      NaN 
     9101    1983-10-02     84     57       70.583       51.333     9.6667    203.33       NaN       NaN       NaN      NaN 
     9102    1983-10-03     80     67       72.348       57.478     11.857    216.19       NaN       NaN       NaN      NaN 
     9103    1983-10-04     68     57       62.333       56.375      6.913    146.52       NaN       NaN       NaN      NaN 
     9104    1983-10-05     70     55       61.696       50.696     10.174    280.87       NaN       NaN       NaN      NaN 
     9105    1983-10-06     67     47       58.652       37.739          8    277.39       NaN       NaN       NaN      NaN 
     9106    1983-10-07     77     50       64.292           39      13.75    168.33       NaN       NaN       NaN      NaN 
     9107    1983-10-08     65     51       57.409       45.591     14.591    185.91       NaN       NaN       NaN      NaN 
     9108    1983-10-09     57     52       53.957       38.087     13.957    65.652       NaN       NaN       NaN      NaN 
     9109    1983-10-10     61     40       51.696       41.174     8.2727    120.91       NaN       NaN       NaN      NaN 
     9110    1983-10-11     75     51       63.826       54.261     12.696    176.09       NaN       NaN       NaN      NaN 
     9111    1983-10-12     65     43       52.409       46.136     12.227    258.18       NaN       NaN       NaN      NaN 
     9112    1983-10-13     53     38        44.13       32.583       11.5    273.33       NaN       NaN       NaN      NaN 
     9113    1983-10-14     57     34       45.167       31.708       11.5    229.17       NaN       NaN       NaN      NaN 
     9114    1983-10-15     71     44       59.364       42.545     9.2727    139.55       NaN       NaN       NaN      NaN 
     9115    1983-10-16     69     51       60.833       46.708     12.167       220       NaN       NaN       NaN      NaN 
     9116    1983-10-17     60     40       50.667         38.5     6.5217    203.04       NaN       NaN       NaN      NaN 
     9117    1983-10-18     60     44           53       39.087     8.5652    75.217       NaN       NaN       NaN      NaN 
     9118    1983-10-19     53     48       51.522       39.957     13.478    81.304       NaN       NaN       NaN      NaN 
     9119    1983-10-20     49     46           48       42.304     17.174    73.913       NaN       NaN       NaN      NaN 
     9120    1983-10-21     54     48       51.333           47     16.333    68.571       NaN       NaN       NaN      NaN 
     9121    1983-10-22     55     50       52.625       51.042     10.833    143.33       NaN       NaN       NaN      NaN 
     9122    1983-10-23     51     49       50.217       49.087     14.087    215.65       NaN       NaN       NaN      NaN 
     9123    1983-10-24     52     49       50.375       47.375     9.8333    121.67       NaN       NaN       NaN      NaN 
     9124    1983-10-25     56     42       49.167       35.333     10.917    297.92       NaN       NaN       NaN      NaN 
     9125    1983-10-26     58     41       47.042       35.167     10.083    229.58       NaN       NaN       NaN      NaN 
     9126    1983-10-27     64     35        50.13       38.478     12.583    174.58       NaN       NaN       NaN      NaN 
     9127    1983-10-28     71     52       61.429       41.714       16.3       263       NaN       NaN       NaN      NaN 
     9128    1983-10-29     53     37       45.042       33.375     9.1667    169.58       NaN       NaN       NaN      NaN 
     9129    1983-10-30     54     38       46.375       32.083       6.75    124.58       NaN       NaN       NaN      NaN 
     9130    1983-10-31     54     43           49       38.913     6.3913    100.87       NaN       NaN       NaN      NaN 
     9131    1983-11-01     69     45        58.13       49.174     6.6957    167.83       NaN       NaN       NaN        0 
     9132    1983-11-02     65     58       59.917       57.667     6.0417    239.17       NaN       NaN       NaN      0.6 
     9133    1983-11-03     58     40       46.652       37.174     18.174    54.348       NaN       NaN       NaN        0 
     9134    1983-11-04     50     37         42.5       29.583       12.5       110       NaN       NaN       NaN        0 
     9135    1983-11-05     55     30       41.609       30.348     5.7391    257.83       NaN       NaN       NaN        0 
     9136    1983-11-06     52     35       44.174       32.087     4.7826    206.52       NaN       NaN       NaN        0 
     9137    1983-11-07     54     48        50.75       44.708     5.9565    153.48       NaN       NaN       NaN        0 
     9138    1983-11-08     65     52       56.292       42.833        9.5    191.67       NaN       NaN       NaN        0 
     9139    1983-11-09     62     48       55.667       45.833     10.083    174.58       NaN       NaN       NaN        0 
     9140    1983-11-10     59     40       46.417       42.458     21.042    112.92       NaN       NaN       NaN      0.1 
     9141    1983-11-11     41     31       34.217        22.87     20.435    327.83       NaN       NaN       NaN        0 
     9142    1983-11-12     42     23       32.318         21.5     11.043    209.57       NaN       NaN       NaN        0 
     9143    1983-11-13     37     30        33.87       26.087     7.7391    186.52       NaN       NaN       NaN        0 
     9144    1983-11-14     48     33       41.478       30.478     12.652    176.96       NaN       NaN       NaN        0 
     9145    1983-11-15     46     39       41.917        38.25      12.75    280.83       NaN       NaN       NaN      0.3 
     9146    1983-11-16     43     38       40.458       31.125     15.708    321.25       NaN       NaN       NaN      0.1 
     9147    1983-11-17     42     31       38.652       26.043     8.4348    226.96       NaN       NaN       NaN        0 
     9148    1983-11-18     60     40       48.478           39     9.7826    184.35       NaN       NaN       NaN        0 
     9149    1983-11-19     64     50       57.435       53.826     15.739    164.78       NaN       NaN       NaN      0.4 
     9150    1983-11-20     59     41       48.348       42.043     20.609    215.22       NaN       NaN       NaN      0.3 
     9151    1983-11-21     53     36       44.087       32.174     10.739       200       NaN       NaN       NaN        0 
     9152    1983-11-22     57     40       47.857        41.19          8    85.714       NaN       NaN       NaN        0 
     9153    1983-11-23     61     32         50.4       44.947       18.7       207       NaN       NaN       NaN      1.7 
     9154    1983-11-24     32     25       29.042       17.792         17    252.92       NaN       NaN       NaN        0 
     9155    1983-11-25     41     27       33.182       22.136     10.955    231.36       NaN       NaN       NaN        0 
     9156    1983-11-26     56     39       44.833       33.708     11.292    165.42       NaN       NaN       NaN        0 
     9157    1983-11-27     42     40       40.625        36.75     18.375    62.917       NaN       NaN       NaN      1.5 
     9158    1983-11-28     44     33       39.238       35.286         18    176.19       NaN       NaN       NaN      0.3 
     9159    1983-11-29     35     25        29.55        20.55     20.368    244.21       NaN       NaN       NaN        0 
     9160    1983-11-30     27     19       22.739       13.783     15.682    266.82       NaN       NaN       NaN        0 
     9161    1983-12-01     25     14       22.045       15.095         10    252.27       NaN       NaN       NaN        0 
     9162    1983-12-02     33     25       29.522       22.957     6.6957    243.04       NaN       NaN       NaN        0 
     9163    1983-12-03     34     22       29.217       21.304     8.8696    173.04       NaN       NaN       NaN        0 
     9164    1983-12-04     38     34       35.917       31.958     5.3333    186.25       NaN       NaN       NaN      0.1 
     9165    1983-12-05     39     34       35.957       33.826     4.2174    158.26       NaN       NaN       NaN      0.3 
     9166    1983-12-06     39     21       30.864       25.682     14.045    183.18       NaN       NaN       NaN      0.2 
     9167    1983-12-07     28     16         22.5       15.958     5.8333       225       NaN       NaN       NaN        0 
     9168    1983-12-08     28     21       24.708       19.667       6.75    231.25       NaN       NaN       NaN      0.1 
     9169    1983-12-09     32     22           28       24.174     5.5652     248.7       NaN       NaN       NaN      0.1 
     9170    1983-12-10     33     23       29.526       25.105     9.8667       126       NaN       NaN       NaN        0 
     9171    1983-12-11     39     33       37.087       34.783     11.318    135.45       NaN       NaN       NaN      1.3 
     9172    1983-12-12     38     33       35.083        30.25     5.5833       290       NaN       NaN       NaN        0 
     9173    1983-12-13     36     34       35.167       29.708     5.7273    130.45       NaN       NaN       NaN        0 
     9174    1983-12-14     37     24       33.458       30.792     9.3913     128.7       NaN       NaN       NaN      0.8 
     9175    1983-12-15     31     23       25.455       20.591     14.304    223.48       NaN       NaN       NaN        0 
     9176    1983-12-16     23      8        17.25        10.75     9.2083    258.75       NaN       NaN       NaN        0 
     9177    1983-12-17     12      6        8.125      0.91667        8.5       260       NaN       NaN       NaN        0 
     9178    1983-12-18      6     -9     -0.18182      -7.9545     9.4091    298.64       NaN       NaN       NaN      0.1 
     9179    1983-12-19      8    -11      -1.3478      -8.3043     7.2609    311.74       NaN       NaN       NaN        0 
     9180    1983-12-20     22      6       14.174       6.2727        9.4       189       NaN       NaN       NaN        0 
     9181    1983-12-21     26     18       21.273       17.364     8.0909    192.73       NaN       NaN       NaN      0.2 
     9182    1983-12-22     21    -11    -0.090909      -7.3636     12.696    256.96       NaN       NaN       NaN        0 
     9183    1983-12-23     -4    -16      -8.7826      -16.174     13.739    265.22       NaN       NaN       NaN        0 
     9184    1983-12-24     -9    -19      -13.762      -25.476     19.174    273.91       NaN       NaN       NaN        0 
     9185    1983-12-25     -4    -13      -7.6957      -20.375     13.458       265       NaN       NaN       NaN        0 
     9186    1983-12-26     15     -5       3.7917      -6.0417       12.5    225.83       NaN       NaN       NaN        0 
     9187    1983-12-27    NaN    NaN          NaN          NaN     10.389    208.89       NaN       NaN       NaN        0 
     9188    1983-12-28     20      4       15.913       10.609     9.7826    285.65       NaN       NaN       NaN      NaN 
     9189    1983-12-29      4     -6     -0.20833         -7.5     10.792    272.08       NaN       NaN       NaN        0 
     9190    1983-12-30     10     -6       1.5833      -5.1667     10.625       220       NaN       NaN       NaN        0 
     9191    1983-12-31     23      6       14.435       5.2609     11.136    205.45       NaN       NaN       NaN        0 
     9192    1984-01-01     26     17        21.75       17.417     5.1667    193.75       NaN       NaN       NaN     0.14 
     9193    1984-01-02     30     21       27.261       23.957     5.6522    259.13       NaN       NaN       NaN        0 
     9194    1984-01-03     36     22        28.75       23.625     13.708    221.25       NaN       NaN       NaN        0 
     9195    1984-01-04     40     28         34.5       27.864     8.6522    260.87       NaN       NaN       NaN        0 
     9196    1984-01-05     39     25       32.458       27.167     12.208    243.33       NaN       NaN       NaN        0 
     9197    1984-01-06     36     28       33.167       24.542     10.417     312.5       NaN       NaN       NaN        0 
     9198    1984-01-07     34     25       29.792        23.25       8.75    224.17       NaN       NaN       NaN        0 
     9199    1984-01-08     31     22       26.174       16.826     10.783    275.65       NaN       NaN       NaN        0 
     9200    1984-01-09     28     23       25.708       20.833     9.6087    112.17       NaN       NaN       NaN     0.13 
     9201    1984-01-10     25      5       14.167       4.8333     10.333     332.5       NaN       NaN       NaN        0 
     9202    1984-01-11     21      5       12.375       3.9583        6.5    235.42       NaN       NaN       NaN        0 
     9203    1984-01-12     21     13       17.375            5     11.333    113.33       NaN       NaN       NaN        0 
     9204    1984-01-13     27     18       22.417       16.667     6.5652    194.78       NaN       NaN       NaN     0.11 
     9205    1984-01-14     26     17         22.5       15.833     9.6957     181.3       NaN       NaN       NaN     0.07 
     9206    1984-01-15     22     11       15.792        8.625     3.3478     181.3       NaN       NaN       NaN     0.03 
     9207    1984-01-16     21      4       13.609       8.4348     6.6087    215.22       NaN       NaN       NaN        0 
     9208    1984-01-17     16      7       10.833       1.7083     6.2917    287.08       NaN       NaN       NaN        0 
     9209    1984-01-18      9     -5            3      -6.6522          8    292.17       NaN       NaN       NaN        0 
     9210    1984-01-19      8     -9      0.45455      -6.7273     8.6667    236.67       NaN       NaN       NaN        0 
     9211    1984-01-20      4    -12       -7.087      -16.043      11.13       280       NaN       NaN       NaN        0 
     9212    1984-01-21      6    -16      -3.6667      -10.625       12.5    214.17       NaN       NaN       NaN        0 
     9213    1984-01-22     23      0       15.292       7.8333     11.208    194.17       NaN       NaN       NaN        0 
     9214    1984-01-23     33     20       28.667       23.667     10.905    192.86       NaN       NaN       NaN     0.13 
     9215    1984-01-24     37     32       34.087       28.174     12.348    221.74       NaN       NaN       NaN        0 
     9216    1984-01-25     37     26       33.478       26.565     8.5652    232.17       NaN       NaN       NaN        0 
     9217    1984-01-26     41     35       37.292       30.417     9.2917    214.17       NaN       NaN       NaN        0 
     9218    1984-01-27     36     18       25.833       16.542     8.7083    244.17       NaN       NaN       NaN        0 
     9219    1984-01-28     36     18       27.409       22.773     14.636    217.73       NaN       NaN       NaN     0.11 
     9220    1984-01-29     29     20         24.5       16.667       8.25    249.58       NaN       NaN       NaN     0.03 
     9221    1984-01-30     27     14       23.083       16.375     13.208    216.67       NaN       NaN       NaN     0.42 
     9222    1984-01-31     25      0       15.583       9.5833     6.3333    206.67       NaN       NaN       NaN        0 
     9223    1984-02-01     37     23       27.952       22.952     6.4286       200       NaN       NaN       NaN        0 
     9224    1984-02-02     42     28       35.375        29.75      10.75    199.58       NaN       NaN       NaN        0 
     9225    1984-02-03     37     31       34.292       28.167     12.167    241.67       NaN       NaN       NaN        0 
     9226    1984-02-04     35     27       31.958       26.125      8.875    275.83       NaN       NaN       NaN        0 
     9227    1984-02-05     26      6       20.833       14.043     12.917    321.25       NaN       NaN       NaN      0.1 
     9228    1984-02-06     14      4       8.9565     -0.47826     9.8696    293.04       NaN       NaN       NaN        0 
     9229    1984-02-07     22      4       12.125        0.625     4.4583    253.33       NaN       NaN       NaN        0 
     9230    1984-02-08     32     11       22.167       13.458       7.75    197.92       NaN       NaN       NaN        0 
     9231    1984-02-09     43     25        34.13       25.739     7.0833    197.08       NaN       NaN       NaN        0 
     9232    1984-02-10     41     37       38.833       33.375       6.75    196.67       NaN       NaN       NaN      0.1 
     9233    1984-02-11     44     37       39.917       37.875     6.2609       170       NaN       NaN       NaN        0 
     9234    1984-02-12     60     45       53.167         50.5     13.167     172.5       NaN       NaN       NaN      0.2 
     9235    1984-02-13     53     36       45.667       39.792     9.9167    202.08       NaN       NaN       NaN      0.4 
     9236    1984-02-14     57     33       45.208       35.125     6.2083    201.67       NaN       NaN       NaN        0 
     9237    1984-02-15     59     39       48.833       36.083     7.0833    132.92       NaN       NaN       NaN        0 
     9238    1984-02-16     47     38       42.083       33.708     7.7083    90.417       NaN       NaN       NaN        0 
     9239    1984-02-17     45     40       42.957       39.957     6.0833    228.33       NaN       NaN       NaN        0 
     9240    1984-02-18     49     38       41.125       38.417          8    166.25       NaN       NaN       NaN      0.5 
     9241    1984-02-19     49     37           40       34.833      12.75    248.75       NaN       NaN       NaN        0 
     9242    1984-02-20     44     29       36.875       27.208     11.792    262.08       NaN       NaN       NaN        0 
     9243    1984-02-21     47     29       39.174       28.261     4.5217     231.3       NaN       NaN       NaN        0 
     9244    1984-02-22     61     35       46.917       32.333      10.75    205.42       NaN       NaN       NaN        0 
     9245    1984-02-23     60     38       47.957        33.13     9.3913    231.74       NaN       NaN       NaN        0 
     9246    1984-02-24     41     37       38.792       30.625     9.6667    218.33       NaN       NaN       NaN        0 
     9247    1984-02-25     41     30       34.565           25      5.087    197.39       NaN       NaN       NaN        0 
     9248    1984-02-26     34     29       31.217       21.609     11.391    63.043       NaN       NaN       NaN        0 
     9249    1984-02-27     31     27       28.333       20.174     22.333     46.25       NaN       NaN       NaN      0.4 
     9250    1984-02-28     30     26       28.042       19.583     26.042     177.5       NaN       NaN       NaN      0.2 
     9251    1984-02-29     31     19       24.917       10.042     14.583    328.33       NaN       NaN       NaN        0 
     9252    1984-03-01     35     19       26.609        11.87     5.8696    265.22       NaN       NaN       NaN        0 
     9253    1984-03-02     32     25       28.087       14.957        6.4     156.5       NaN       NaN       NaN        0 
     9254    1984-03-03     36     19       27.583        14.75        NaN       NaN       NaN       NaN       NaN        0 
     9255    1984-03-04     32     24       28.043       18.174     9.9583    133.33       NaN       NaN       NaN      0.1 
     9256    1984-03-05     34     27        30.75       24.667     12.875    262.92       NaN       NaN       NaN        0 
     9257    1984-03-06     27     19       23.043       16.652          8    160.45       NaN       NaN       NaN        0 
     9258    1984-03-07     24     14         19.5       10.708     7.4583    161.67       NaN       NaN       NaN        0 
     9259    1984-03-08     22     15       19.792       11.042     14.375    138.33       NaN       NaN       NaN      0.2 
     9260    1984-03-09     24      9        17.19       7.8095     5.4286    257.62       NaN       NaN       NaN        0 
     9261    1984-03-10     28     10       19.583       10.667     11.583    252.92       NaN       NaN       NaN        0 
     9262    1984-03-11     26     12       17.636      -1.4091     11.714    292.86       NaN       NaN       NaN        0 
     9263    1984-03-12     23     16       19.522       9.7391     11.304    126.52       NaN       NaN       NaN      0.1 
     9264    1984-03-13     33     24       28.087       23.435     6.9545    66.818       NaN       NaN       NaN        0 
     9265    1984-03-14     37     28       32.458       27.583       8.75       154       NaN       NaN       NaN        0 
     9266    1984-03-15     50     33       42.087       38.304     11.182    151.36       NaN       NaN       NaN      1.3 
     9267    1984-03-16     38     28       31.958       26.391     16.417    94.167       NaN       NaN       NaN        0 
     9268    1984-03-17     32     28        29.13       23.826     13.583    83.333       NaN       NaN       NaN      0.2 
     9269    1984-03-18     31     28       29.455           23     10.429    47.619       NaN       NaN       NaN        0 
     9270    1984-03-19     34     29       31.609       27.783     11.087    72.174       NaN       NaN       NaN      0.6 
     9271    1984-03-20     40     33        35.64        32.04       9.08     160.4       NaN       NaN       NaN      0.2 
     9272    1984-03-21     36     32       33.826        31.13     10.043    277.83       NaN       NaN       NaN      0.2 
     9273    1984-03-22     37     32         34.5        26.75     13.417     307.5       NaN       NaN       NaN      0.1 
     9274    1984-03-23     44     28       35.083       21.708     4.8261    220.87       NaN       NaN       NaN        0 
     9275    1984-03-24     45     29       37.435           24     7.3043    112.17       NaN       NaN       NaN        0 
     9276    1984-03-25     42     35       37.609       26.739     12.348    49.565       NaN       NaN       NaN        0 
     9277    1984-03-26     43     32       38.043       26.652     7.6522    76.522       NaN       NaN       NaN        0 
     9278    1984-03-27     39     34       37.042       31.625     11.292    72.917       NaN       NaN       NaN      0.2 
     9279    1984-03-28     45     34       38.609       27.909     18.042     36.25       NaN       NaN       NaN        0 
     9280    1984-03-29     42     33         37.7         25.1      15.85      81.5       NaN       NaN       NaN        0 
     9281    1984-03-30     41     34       37.958       24.917     6.9167       225       NaN       NaN       NaN        0 
     9282    1984-03-31     47     30        38.25       22.292     5.6667    167.62       NaN       NaN       NaN        0 
     9283    1984-04-01     55     30       43.833       23.667       6.35       259       NaN       NaN       NaN        0 
     9284    1984-04-02     52     40       44.833           29       5.25     187.5       NaN       NaN       NaN        0 
     9285    1984-04-03     42     34       38.304       29.348     14.217    76.087       NaN       NaN       NaN      0.9 
     9286    1984-04-04     45     38       41.278       38.056      10.25        58       NaN       NaN       NaN      0.1 
     9287    1984-04-05     54     39       44.542           31      12.75    194.58       NaN       NaN       NaN        0 
     9288    1984-04-06     49     36       42.682       27.409     10.864    155.91       NaN       NaN       NaN        0 
     9289    1984-04-07     49     32       39.783       23.913       8.75    103.33       NaN       NaN       NaN        0 
     9290    1984-04-08     49     38           45       26.522     10.458     91.25       NaN       NaN       NaN        0 
     9291    1984-04-09     52     39       45.458       30.913     11.333    76.667       NaN       NaN       NaN        0 
     9292    1984-04-10     56     40       47.417       26.375     9.7917    67.083       NaN       NaN       NaN        0 
     9293    1984-04-11     56     38       46.609       24.783     8.2174    83.478       NaN       NaN       NaN        0 
     9294    1984-04-12     58     46       50.435       39.043       10.5    155.42       NaN       NaN       NaN      0.8 
     9295    1984-04-13     53     47       50.261       40.565     12.696    199.57       NaN       NaN       NaN      0.1 
     9296    1984-04-14     56     44       49.125       40.458      7.375       100       NaN       NaN       NaN        0 
     9297    1984-04-15     45     40       42.583       38.458     14.208     83.75       NaN       NaN       NaN      0.5 
     9298    1984-04-16     42     37       39.667       35.429       17.5    43.182       NaN       NaN       NaN      0.3 
     9299    1984-04-17     42     35       39.348       29.435     13.174    305.65       NaN       NaN       NaN      0.1 
