   31-Oct-2019 13:23:47

=============================================================================
Please enter the name of the location you are interested in: [noh][ugn][ord] 
ord

temp_table

temp_table =

  21976×12 <a href="matlab:helpPopup table" style="font-weight:bold">table</a>

    <strong>Var1</strong>        <strong>Date</strong>       <strong>max</strong>    <strong>min</strong>      <strong>mean</strong>         <strong>dewpt</strong>       <strong>windS</strong>     <strong>windD</strong>      <strong>peak</strong>      <strong>atm</strong>       <strong>sea</strong>      <strong>precip</strong>
    <strong>_____</strong>    <strong>__________</strong>    <strong>___</strong>    <strong>___</strong>    <strong>_________</strong>    <strong>_________</strong>    <strong>_______</strong>    <strong>______</strong>    <strong>______</strong>    <strong>______</strong>    <strong>______</strong>    <strong>______</strong>

     2994    1967-01-12     38     31       34.458       23.833     12.708    233.33       NaN    989.99       NaN        0 
     2995    1967-01-13     44     33       37.458       29.125     6.9583     201.3       NaN    985.76       NaN        0 
     2996    1967-01-14     35     31       33.375       24.917     13.583    260.83       NaN    983.26       NaN        0 
     2997    1967-01-15     29     12       16.833       3.9583     12.792    279.17       NaN    997.21       NaN        0 
     2998    1967-01-16     36     12        22.75       10.833     21.083    195.42       NaN     989.8       NaN     0.06 
     2999    1967-01-17     16     -2       7.3333      -8.7083      15.25    282.08       NaN    1005.8       NaN        0 
     3000    1967-01-18     12    -10          1.5      -17.417       9.75    233.75       NaN    1016.6       NaN        0 
     3001    1967-01-19     27     11       19.458       2.9583     12.083    207.08       NaN    1005.1       NaN        0 
     3002    1967-01-20     45     24           34       16.542     19.083    193.33       NaN    993.13       NaN        0 
     3003    1967-01-21     50     35           41       29.292     12.625       205       NaN    989.98       NaN        0 
     3004    1967-01-22     55     39       47.375         44.5     12.917    180.83       NaN    990.82       NaN        0 
     3005    1967-01-23     58     46        52.75           47     8.7917     193.5       NaN    991.92       NaN        0 
     3006    1967-01-24     65     44       54.333       49.167       13.5     152.5       NaN    989.31       NaN     0.09 
     3007    1967-01-25     54     30       33.917       24.833     12.167    241.67       NaN     994.9       NaN        0 
     3008    1967-01-26     32     28       29.792           24     24.375     33.75       NaN    994.55       NaN     1.58 
     3009    1967-01-27     31     22         26.5       19.542     20.458    228.33       NaN    984.59       NaN     0.82 
     3010    1967-01-28     28     15       21.625       12.417     9.9167    277.39       NaN     992.5       NaN        0 
     3011    1967-01-29     30     22       26.125       18.667     8.4167    211.82       NaN    998.23       NaN     0.17 
     3012    1967-01-30     30     24       27.792       16.667      12.25    93.333       NaN    998.75       NaN        0 
     3013    1967-01-31     34     29       32.167        25.75     10.625    222.08       NaN    991.36       NaN     0.02 
     3014    1967-02-01     34     24       30.125       23.125     11.833    148.33       NaN    995.53       NaN     0.59 
     3015    1967-02-02     32     23       25.708       18.083     14.583    304.58       NaN    1000.2       NaN        0 
     3016    1967-02-03     27     20       23.917       15.333     13.083    221.67       NaN    999.06       NaN        0 
     3017    1967-02-04     38     27       32.208       23.083     16.542    247.92       NaN    986.28       NaN        0 
     3018    1967-02-05     28     22       25.167       17.917     15.208    111.25       NaN    989.17       NaN     0.68 
     3019    1967-02-06     21     15       16.667       6.4167     16.083    46.667       NaN    1001.6       NaN     0.02 
     3020    1967-02-07     20     10       15.375         5.75       10.5    113.33       NaN    1003.5       NaN     0.02 
     3021    1967-02-08     28      3       15.708       7.5833     12.125    214.58       NaN    1001.4       NaN        0 
     3022    1967-02-09     37     19       29.417       19.458     15.875    188.33       NaN    990.29       NaN        0 
     3023    1967-02-10     39     22         34.5       24.208     18.417    230.42       NaN     975.6       NaN        0 
     3024    1967-02-11     20      5         12.5      -1.5833     14.833    296.25       NaN    995.17       NaN        0 
     3025    1967-02-12     20     -3         8.75      -3.5833     8.3333    229.58       NaN    1001.1       NaN      0.1 
     3026    1967-02-13     47     14       29.875       20.583     11.375    209.58       NaN    990.91       NaN        0 
     3027    1967-02-14     46     36       41.292           29     15.375    201.25       NaN    983.14       NaN        0 
     3028    1967-02-15     47     15       35.042       27.333     18.042    175.42       NaN    978.09       NaN     0.01 
     3029    1967-02-16     17      7       13.542         0.25     8.5833       286       NaN    1000.7       NaN        0 
     3030    1967-02-17     27     15       21.958       11.125     5.5833    164.55       NaN    1000.1       NaN     0.01 
     3031    1967-02-18     32     23       27.792       18.792     7.8333    173.33       NaN    996.49       NaN     0.07 
     3032    1967-02-19     38     28           33       24.542      8.875       210       NaN    995.15       NaN        0 
     3033    1967-02-20     34     12           23       12.083     14.333    276.67       NaN    992.85       NaN        0 
     3034    1967-02-21     27      5       16.208       3.9167     15.292    233.75       NaN    993.69       NaN        0 
     3035    1967-02-22     31     14       23.125       11.417      15.75    255.42       NaN    984.27       NaN     0.05 
     3036    1967-02-23     22     10       15.292        6.875     16.708    238.33       NaN     984.1       NaN     0.25 
     3037    1967-02-24     12     -5      0.33333      -12.333     16.958    292.92       NaN    1000.5       NaN        0 
     3038    1967-02-25     12     -5       4.0833      -13.042     10.125    280.42       NaN      1011       NaN        0 
     3039    1967-02-26     33      7       21.042       7.2083         14    184.17       NaN    1004.2       NaN        0 
     3040    1967-02-27     35     29       31.458       23.667     14.917    245.42       NaN    988.75       NaN     0.06 
     3041    1967-02-28     30     22       25.042       11.167     12.708    318.75       NaN    998.52       NaN        0 
     3042    1967-03-01     35     17         25.5       12.792     13.625    190.87       NaN    999.45       NaN        0 
     3043    1967-03-02     44     34         37.5       29.917      6.625       181       NaN    984.72       NaN        0 
     3044    1967-03-03     39     31         34.5       22.833      7.625    284.76       NaN    994.71       NaN        0 
     3045    1967-03-04     32     30       31.042       17.458         13    119.58       NaN     996.3       NaN     0.05 
     3046    1967-03-05     35     30       32.167       24.125     9.1667    179.17       NaN    989.42       NaN     0.04 
     3047    1967-03-06     34     22       28.042       14.375     8.2917     301.9       NaN    989.44       NaN        0 
     3048    1967-03-07     31     17         23.5       10.667     11.292     292.5       NaN    994.28       NaN     0.01 
     3049    1967-03-08     28     14       20.792       3.8333     8.5417    259.05       NaN     999.8       NaN        0 
     3050    1967-03-09     43     23        33.75       23.208     16.667    191.67       NaN    994.68       NaN        0 
     3051    1967-03-10     61     40       49.417       39.833     12.125    193.75       NaN    988.98       NaN        0 
     3052    1967-03-11     48     34       37.167       31.083     12.083    139.58       NaN    993.59       NaN        0 
     3053    1967-03-12     39     33       35.875       28.417     13.333     73.75       NaN     993.9       NaN        0 
     3054    1967-03-13     43     36         38.5       33.875      9.125    140.91       NaN    988.92       NaN        0 
     3055    1967-03-14     38     35           36       30.917     12.583    167.08       NaN    992.74       NaN        0 
     3056    1967-03-15     35     29         32.5       22.833     14.708    223.48       NaN    1003.4       NaN     0.09 
     3057    1967-03-16     38     22       30.542       19.792       12.5    270.83       NaN    1004.9       NaN     0.02 
     3058    1967-03-17     25     13       19.958       4.7083      14.25    322.08       NaN    1010.4       NaN        0 
     3059    1967-03-18     32     14       24.292       7.4583     8.1667    239.58       NaN    1012.1       NaN        0 
     3060    1967-03-19     40     25       32.917        19.75     10.875    173.75       NaN    1007.2       NaN     0.13 
     3061    1967-03-20     37     34       35.292       32.417     10.542    149.17       NaN    993.62       NaN     0.83 
     3062    1967-03-21     39     36       36.875       28.083     14.875       280       NaN    993.96       NaN        0 
     3063    1967-03-22     45     30       38.958       28.083      9.875    246.96       NaN     999.9       NaN        0 
     3064    1967-03-23     47     36           41       31.042        9.5    185.42       NaN    1000.3       NaN        0 
     3065    1967-03-24     51     37       42.917           36       14.5    132.08       NaN    997.79       NaN     0.13 
     3066    1967-03-25     74     42       57.417       45.833     10.208       190       NaN    992.34       NaN        0 
     3067    1967-03-26     65     45       57.292       50.583     12.333       145       NaN    990.13       NaN     0.24 
     3068    1967-03-27     58     42        45.75       40.208     8.4583    190.48       NaN     995.7       NaN     0.02 
     3069    1967-03-28     55     40       45.667       36.208     9.1667     66.25       NaN    1000.1       NaN        0 
     3070    1967-03-29     62     38       50.917       41.333      10.25    108.75       NaN    999.08       NaN        0 
     3071    1967-03-30     77     53       65.792       50.125     20.542    172.92       NaN     991.9       NaN        0 
     3072    1967-03-31     71     61       64.792       55.792     14.458    200.83       NaN    995.94       NaN     0.76 
     3073    1967-04-01     60     49       55.292       52.417     7.2083    116.82       NaN      1000       NaN     1.58 
     3074    1967-04-02     73     50        61.75       54.375     14.667    223.75       NaN    991.88       NaN     0.16 
     3075    1967-04-03     50     34       42.417       23.167     12.792    243.33       NaN    1003.9       NaN        0 
     3076    1967-04-04     55     33       45.667        29.75     15.833    181.25       NaN    997.45       NaN        0 
     3077    1967-04-05     68     42       58.083       49.167        7.5       131       NaN    987.24       NaN        0 
     3078    1967-04-06     65     42       48.792       42.583     10.583    254.17       NaN    985.45       NaN        0 
     3079    1967-04-07     49     36       42.417       32.875      10.75    227.83       NaN    998.34       NaN     0.04 
     3080    1967-04-08     51     27       44.375       32.958         11    164.58       NaN    999.07       NaN        0 
     3081    1967-04-09     77     50        62.25        50.25      16.25    227.08       NaN    985.74       NaN      0.1 
     3082    1967-04-10     51     33       38.125       26.333     15.375    166.67       NaN    1000.2       NaN        0 
     3083    1967-04-11     47     33       39.583       27.833     11.958        65       NaN      1003       NaN        0 
     3084    1967-04-12     54     35         45.5        26.75     13.333    124.58       NaN    997.34       NaN     0.12 
     3085    1967-04-13     73     48       60.292       53.917     11.292     132.5       NaN    990.63       NaN     0.24 
     3086    1967-04-14     74     60       66.833           52     18.167       190       NaN    986.02       NaN     0.03 
     3087    1967-04-15     74     55       64.083       45.917     12.167       230       NaN    988.93       NaN        0 
     3088    1967-04-16     77     59       67.125       55.167     11.375    160.83       NaN    986.05       NaN     0.18 
     3089    1967-04-17     73     45       56.625       42.917     21.958    243.33       NaN    982.04       NaN        0 
     3090    1967-04-18     47     38       43.208       31.917     11.917    229.58       NaN    997.62       NaN        0 
     3091    1967-04-19     49     36       40.708       31.042     10.625    107.92       NaN    1003.3       NaN        0 
     3092    1967-04-20     59     33           50       39.208     10.917    142.08       NaN    994.41       NaN     0.14 
     3093    1967-04-21     72     53       61.625       54.667       9.75    205.83       NaN    980.69       NaN     1.21 
     3094    1967-04-22     54     38       42.708       30.583     16.458    260.42       NaN    986.83       NaN        0 
     3095    1967-04-23     44     32       36.333       25.417     7.1667    188.33       NaN       994       NaN     0.36 
     3096    1967-04-24     41     31       35.625       23.958     8.7917    249.17       NaN    1001.3       NaN        0 
     3097    1967-04-25     52     32       41.875       25.208     7.5417    118.18       NaN    1003.4       NaN        0 
     3098    1967-04-26     45     37       42.083       34.292     12.833    120.42       NaN    997.38       NaN     0.09 
     3099    1967-04-27     54     33       43.167       28.542     5.5417       NaN       NaN    1002.9       NaN        0 
     3100    1967-04-28     61     35       50.625       28.542     7.0833    174.29       NaN    1003.8       NaN        0 
     3101    1967-04-29     56     48       51.875       44.333     16.083    165.42       NaN    994.13       NaN     0.94 
     3102    1967-04-30     65     52       60.083         55.5     16.333    176.25       NaN     984.9       NaN        0 
     3103    1967-05-01     75     52       64.875       48.833      15.75    203.33       NaN     980.5       NaN     0.18 
     3104    1967-05-02     50     40       43.792       28.375      13.75    258.33       NaN    991.13       NaN        0 
     3105    1967-05-03     51     35       43.957       30.125      5.875       NaN       NaN      1002       NaN        0 
     3106    1967-05-04     43     37       40.333       33.542       8.25    153.33       NaN      1004       NaN     0.08 
     3107    1967-05-05     50     37        43.25       32.625     7.0417    128.26       NaN    1003.8       NaN     0.04 
     3108    1967-05-06     57     38       45.875       34.458     11.208      72.5       NaN    994.88       NaN        0 
     3109    1967-05-07     61     42       53.042        35.75     11.875    206.52       NaN    981.02       NaN     0.01 
     3110    1967-05-08     56     46         50.5       39.042     14.208    283.33       NaN    976.57       NaN     0.03 
     3111    1967-05-09     61     42       49.792       36.875      10.25    256.09       NaN    987.74       NaN        0 
     3112    1967-05-10     64     44           53       43.875     9.9167    115.79       NaN    987.97       NaN      0.5 
     3113    1967-05-11     56     40       48.833       45.458     14.542    259.58       NaN     981.2       NaN     0.18 
     3114    1967-05-12     51     39       45.292       31.875     14.708      42.5       NaN    997.55       NaN        0 
     3115    1967-05-13     60     42           51        35.75     9.5833      77.5       NaN    996.24       NaN        0 
     3116    1967-05-14     60     48       53.083       35.875     11.458    94.783       NaN    991.02       NaN        0 
     3117    1967-05-15     56     44       49.875        33.75      7.625    164.55       NaN    991.18       NaN        0 
     3118    1967-05-16     65     40       54.333       34.333     7.0417    227.83       NaN    997.36       NaN        0 
     3119    1967-05-17     73     49        61.75       40.917     9.7083     238.7       NaN    995.83       NaN        0 
     3120    1967-05-18     83     54       68.667       49.583         17    205.42       NaN    987.92    1008.5     0.15 
     3121    1967-05-19     71     53       62.917       40.458     15.958       270       NaN    988.14       NaN        0 
     3122    1967-05-20     59     42       50.583       31.958          9    222.73       NaN    1001.5       NaN        0 
     3123    1967-05-21     67     43         53.5         35.5     10.333    174.58       NaN    1001.1       NaN        0 
     3124    1967-05-22     57     41       47.333       36.708     12.167    49.167       NaN    1001.9       NaN        0 
     3125    1967-05-23     72     44       56.625       33.667      13.25    155.42       NaN    994.07       NaN     0.02 
     3126    1967-05-24     71     52       61.542       43.333      9.125    120.45       NaN    991.15       NaN        0 
     3127    1967-05-25     85     51       70.542       51.583     8.1667    118.64       NaN    991.13       NaN        0 
     3128    1967-05-26     92     64       77.875       54.542     12.833    181.67       NaN     990.2       NaN        0 
     3129    1967-05-27     74     52       65.125       48.917     16.333    194.17       NaN       994       NaN        0 
     3130    1967-05-28     66     52       56.833        47.75     13.375    70.833       NaN    993.12       NaN     0.37 
     3131    1967-05-29     61     50       55.833       42.167      13.25    52.083       NaN    992.53       NaN     0.01 
     3132    1967-05-30     63     53       57.833       39.875     12.542    66.957       NaN    994.47       NaN        0 
     3133    1967-05-31     65     53       59.542       34.042       18.5      57.5       NaN    999.93       NaN        0 
     3134    1967-06-01     72     38        58.87       38.625     14.833      47.5       NaN    1003.6       NaN        0 
     3135    1967-06-02     76     49       64.458        41.25     10.083    113.33       NaN    1002.4       NaN        0 
     3136    1967-06-03     78     54       66.667       42.625       6.25    147.73       NaN    998.95       NaN        0 
     3137    1967-06-04     81     57       69.875       53.375     6.7917    149.57       NaN    998.68       NaN        0 
     3138    1967-06-05     78     63       70.958       58.167     6.3333    146.25       NaN     997.9       NaN     0.03 
     3139    1967-06-06     77     65       71.083       63.417     11.042    163.91       NaN    993.51       NaN     0.12 
     3140    1967-06-07     78     70       72.292       65.833      9.875    192.61       NaN    989.82       NaN     1.18 
     3141    1967-06-08     86     70       76.708       64.375      14.75    200.83       NaN    989.17       NaN     0.29 
     3142    1967-06-09     86     72       76.917       65.542     12.708    195.42       NaN    989.25       NaN        0 
     3143    1967-06-10     78     65       70.708       64.625       10.5    167.08       NaN    988.08       NaN     2.94 
     3144    1967-06-11     82     64       73.958        65.75     12.417    184.58       NaN    987.37       NaN     0.01 
     3145    1967-06-12     84     72       76.167        67.25     12.208    183.33       NaN    991.03       NaN     0.25 
     3146    1967-06-13     84     69       75.375       66.333      9.375    190.87       NaN    994.61       NaN     0.61 
     3147    1967-06-14     90     71       80.458           68     10.042    188.33       NaN    994.32       NaN        0 
     3148    1967-06-15     91     74       82.542       69.375     10.708    198.75       NaN    991.13       NaN        0 
     3149    1967-06-16     86     71        76.25       68.542     9.1667    193.04       NaN    989.55       NaN     1.76 
     3150    1967-06-17     74     61       67.333       62.875      9.375    167.92       NaN    992.91       NaN     0.04 
     3151    1967-06-18     73     62       66.917       58.625     13.375    58.333       NaN     998.3       NaN        0 
     3152    1967-06-19     76     63       70.125       56.333       9.75    95.833       NaN    996.33       NaN        0 
     3153    1967-06-20     77     68           73       55.667        9.5    191.25       NaN    990.75       NaN     0.06 
     3154    1967-06-21     71     64       66.708       59.292      6.125    222.63       NaN    985.01       NaN     0.41 
     3155    1967-06-22     74     60       68.375       54.625     7.4167    175.91       NaN    990.06       NaN        0 
     3156    1967-06-23     82     63       73.333       59.375       10.5    186.67       NaN    991.13       NaN        0 
     3157    1967-06-24     68     55       61.375       57.167         10    141.67       NaN     991.1       NaN     0.15 
     3158    1967-06-25     73     53       63.667        52.25       8.75    287.92       NaN    997.43       NaN        0 
     3159    1967-06-26     76     58       67.875       54.042     4.2083       NaN       NaN    998.53       NaN        0 
     3160    1967-06-27     79     60       70.875       55.708     9.2083    157.92       NaN    995.03       NaN     0.01 
     3161    1967-06-28     75     60       67.292       60.083     9.9167    154.78       NaN    989.27       NaN     0.89 
     3162    1967-06-29     78     58       69.208       60.583     5.5833       NaN       NaN    990.23       NaN        0 
     3163    1967-06-30     88     67        77.75        62.75       10.5    230.43       NaN    988.87       NaN        0 
     3164    1967-07-01     87     70       76.125        64.25     10.125     248.7       NaN    989.03       NaN        0 
     3165    1967-07-02     76     59       66.542       54.167     11.417    270.83       NaN    989.36       NaN     0.09 
     3166    1967-07-03     72     55       63.625       51.583     10.583    294.58       NaN     991.3       NaN        0 
     3167    1967-07-04     64     55       58.833        48.25     9.9167    193.75       NaN    995.77       NaN        0 
     3168    1967-07-05     65     50       58.708       48.083       8.25     112.5       NaN    1001.3       NaN        0 
     3169    1967-07-06     76     51       66.083       53.958     6.7083       NaN       NaN    1000.9       NaN        0 
     3170    1967-07-07     78     61       70.208       61.542          7       100       NaN    998.09       NaN        0 
     3171    1967-07-08     84     66       76.292       66.792     6.5833    174.55       NaN     994.2       NaN        0 
     3172    1967-07-09     81     72       74.792       66.875      9.875    178.33       NaN    991.88       NaN      0.5 
     3173    1967-07-10     79     67       73.208       69.958     5.2917       133       NaN    989.18       NaN     0.02 
     3174    1967-07-11     88     66       76.458       68.083     5.6667    233.81       NaN    991.84       NaN        0 
     3175    1967-07-12     80     64       73.542       55.333     11.875    288.33       NaN    992.04       NaN        0 
     3176    1967-07-13     67     54       61.542         49.5     11.042    313.75       NaN    991.75       NaN        0 
     3177    1967-07-14     70     53       61.292           48     9.2917    199.17       NaN    993.89       NaN        0 
     3178    1967-07-15     68     53       61.917       51.833       9.25    142.08       NaN       998       NaN        0 
     3179    1967-07-16     78     54        67.25       53.292        7.5     181.3       NaN    998.16       NaN        0 
     3180    1967-07-17     81     61       73.083       58.042     11.042    204.17       NaN    995.98       NaN        0 
     3181    1967-07-18     76     64       70.083        62.75     9.2083    219.17       NaN    995.73       NaN     0.31 
     3182    1967-07-19     78     60       69.042       61.333     4.5417       NaN       NaN    998.18       NaN        0 
     3183    1967-07-20     80     62       72.208       57.458     4.2917       NaN       NaN    999.46       NaN        0 
     3184    1967-07-21     85     65       76.042       63.542      6.625       NaN       NaN    997.84       NaN        0 
     3185    1967-07-22     88     68       78.417       68.958     9.1667     207.5       NaN    993.37       NaN        0 
     3186    1967-07-23     87     70       78.125           71     13.458    210.42       NaN    988.86       NaN     0.63 
     3187    1967-07-24     88     70       78.667        65.25     13.292    253.33       NaN    988.29       NaN        0 
     3188    1967-07-25     81     64       73.875        61.75      6.875    224.29       NaN    990.65       NaN        0 
     3189    1967-07-26     81     65       71.208       65.083       10.5    184.35       NaN    990.94       NaN     0.69 
     3190    1967-07-27     80     65       70.625       64.458     7.6667    174.09       NaN    990.28       NaN     0.08 
     3191    1967-07-28     74     64       69.375       55.333     9.0833    106.96       NaN    991.94       NaN     0.04 
     3192    1967-07-29     80     57       70.833       61.083     9.2917    215.65       NaN    990.97       NaN        0 
     3193    1967-07-30     81     64       73.167           66     7.2083    200.87       NaN    989.43       NaN        0 
     3194    1967-07-31     80     68       74.292        62.25     7.0417        95       NaN    990.88       NaN        0 
     3195    1967-08-01     85     69       77.167       64.583     7.2083    106.96       NaN    992.25       NaN        0 
     3196    1967-08-02     88     74       79.667       66.667     8.4167    205.83       NaN    989.45       NaN     0.03 
     3197    1967-08-03     84     65       75.083       63.292     9.4583    219.55       NaN    990.18       NaN     0.07 
     3198    1967-08-04     79     62       71.042       56.375     7.9583    251.67       NaN    994.43       NaN        0 
     3199    1967-08-05     80     64        72.25       56.042     6.4167    159.13       NaN    997.15       NaN        0 
     3200    1967-08-06     78     63       72.125       59.833      8.375       187       NaN    994.23       NaN        0 
     3201    1967-08-07     80     68       73.292       64.542        9.5     171.3       NaN    990.63       NaN        0 
     3202    1967-08-08     78     64       72.833       64.833     8.5417    162.73       NaN    990.26       NaN     0.21 
     3203    1967-08-09     80     64       72.875       61.667     12.417    261.67       NaN     991.2       NaN        0 
     3204    1967-08-10     68     58         63.5           51     14.208     192.5       NaN    999.81       NaN        0 
     3205    1967-08-11     68     55         62.5       47.458     10.875    148.75       NaN    1004.1       NaN        0 
     3206    1967-08-12     73     52       63.875       50.125        6.5    200.43       NaN    1004.1       NaN        0 
     3207    1967-08-13     76     54       66.417       51.875     5.3333       190       NaN    1000.3       NaN        0 
     3208    1967-08-14     78     59       69.083       53.833     6.9583    209.13       NaN    997.18       NaN        0 
     3209    1967-08-15     82     64       72.583       58.583     11.292    187.92       NaN    997.63       NaN        0 
     3210    1967-08-16     86     62       74.958       59.542     10.833    194.58       NaN    999.08       NaN        0 
     3211    1967-08-17     85     68           77           63         13    205.42       NaN    996.35       NaN        0 
     3212    1967-08-18     81     66       72.125       64.083     11.125    219.17       NaN    992.67       NaN     1.08 
     3213    1967-08-19     66     60       62.292       57.208     11.458    274.58       NaN    991.54       NaN     0.59 
     3214    1967-08-20     74     55       65.083       52.333     10.042    243.33       NaN    992.98       NaN        0 
     3215    1967-08-21     79     57       67.792           57     13.042    159.58       NaN    992.41       NaN        0 
     3216    1967-08-22     66     63       64.458        51.75     13.917     48.75       NaN     998.4       NaN        0 
     3217    1967-08-23     74     59       67.667       51.667     9.9583     93.75       NaN    1002.4       NaN        0 
     3218    1967-08-24     76     58       68.875       53.917     8.4583    82.727       NaN    1001.8       NaN        0 
     3219    1967-08-25     80     61       71.667        59.25     4.6667       NaN       NaN    998.42       NaN        0 
     3220    1967-08-26     83     59        70.25         58.5     12.458    220.87       NaN    991.15       NaN        0 
     3221    1967-08-27     65     52       60.417        53.25     14.167    283.33       NaN    989.18       NaN     0.06 
     3222    1967-08-28     79     53        67.75       51.542      6.375    268.18       NaN     996.2       NaN        0 
     3223    1967-08-29     83     59       71.083       56.583     10.125     202.5       NaN    994.68       NaN     0.03 
     3224    1967-08-30     71     59       62.375        52.25       17.5    265.83       NaN    997.54       NaN        0 
     3225    1967-08-31     67     56       61.083       42.958       15.5    56.667       NaN    1006.6       NaN        0 
     3226    1967-09-01     71     49       61.083       45.792      7.625       155       NaN    1008.2       NaN        0 
     3227    1967-09-02     73     50       62.417       48.708     6.0417    175.42       NaN    1005.3       NaN        0 
     3228    1967-09-03     76     54       65.875       47.625      8.125    125.42       NaN    1001.4       NaN        0 
     3229    1967-09-04     76     61       68.958       51.208     8.2917    90.455       NaN    1003.3       NaN        0 
     3230    1967-09-05     77     58        67.75       52.417     7.9167    147.73       NaN    1006.1       NaN        0 
     3231    1967-09-06     77     55       66.875       50.083     6.0417    121.58       NaN    1003.2       NaN        0 
     3232    1967-09-07     80     55       67.542       54.292      5.625    184.55       NaN    998.59       NaN        0 
     3233    1967-09-08     83     60        71.25       55.667     6.9167    217.89       NaN     993.9       NaN        0 
     3234    1967-09-09     71     56       63.667       51.667     16.542    137.92       NaN    996.64       NaN        0 
     3235    1967-09-10     65     55       59.958       43.042     15.083    65.417       NaN    1004.1       NaN        0 
     3236    1967-09-11     71     51       60.833       45.708     9.8333    111.67       NaN    1003.7       NaN        0 
     3237    1967-09-12     79     50         66.5       49.083      9.375    141.25       NaN    997.96       NaN        0 
     3238    1967-09-13     81     66       73.167       62.125     11.958    174.17       NaN    996.39       NaN        0 
     3239    1967-09-14     82     66       73.125       61.958     9.9167    165.24       NaN    997.09       NaN        0 
     3240    1967-09-15     82     65       73.708       60.208     9.9167    178.75       NaN    996.97       NaN        0 
     3241    1967-09-16     83     69        74.25       59.833     6.3333    115.24       NaN    999.12       NaN        0 
     3242    1967-09-17     81     67       72.708       58.208     7.3333    115.91       NaN    998.74       NaN     0.02 
     3243    1967-09-18     81     66       73.458       59.583     7.2917    108.26       NaN    995.13       NaN     0.27 
     3244    1967-09-19     76     65       71.292       64.792     5.6667    186.19       NaN    994.18       NaN     0.01 
     3245    1967-09-20     87     68       74.875       64.708     11.542    193.33       NaN    989.32       NaN      1.1 
     3246    1967-09-21     74     60       68.542       53.708     13.458    272.08       NaN    988.56       NaN     0.26 
     3247    1967-09-22     64     51       57.917       44.917       10.5    174.17       NaN    998.23       NaN     0.02 
     3248    1967-09-23     70     44       58.792       46.333     10.667    236.67       NaN    992.02       NaN        0 
     3249    1967-09-24     64     47       56.417        35.25       8.75    288.64       NaN    995.57       NaN        0 
     3250    1967-09-25     75     45       60.917       38.125     12.375    185.42       NaN    994.46       NaN        0 
     3251    1967-09-26     78     54       65.792       53.375      16.25    243.33       NaN    987.45       NaN     0.46 
     3252    1967-09-27     53     45       48.875       43.083       15.5       325       NaN    994.06       NaN     0.73 
     3253    1967-09-28     51     43       47.042       35.708     15.542    172.08       NaN    993.81       NaN      0.3 
     3254    1967-09-29     48     42       44.208       32.208       12.5     282.5       NaN    988.79       NaN        0 
     3255    1967-09-30     70     44        55.75       39.875     10.208    208.75       NaN    989.42       NaN        0 
     3256    1967-10-01     78     49       65.042       50.583     10.417    166.67       NaN    994.19       NaN        0 
     3257    1967-10-02     84     60       71.792       55.625     15.042    196.25       NaN    992.34       NaN        0 
     3258    1967-10-03     81     62       71.833       56.667     11.375       210       NaN    992.98       NaN        0 
     3259    1967-10-04     87     65       75.708       60.958     11.958    216.67       NaN     993.5       NaN        0 
     3260    1967-10-05     74     56       65.208        48.25     13.333     112.5       NaN    996.88       NaN        0 
     3261    1967-10-06     61     54       56.833       42.792     16.667    75.833       NaN     999.8       NaN        0 
     3262    1967-10-07     64     49       56.542       44.167     14.625    135.42       NaN    993.66       NaN        0 
     3263    1967-10-08     66     49       57.542       49.958     14.875    240.42       NaN    983.27       NaN     0.07 
     3264    1967-10-09     49     41       45.958       36.125     12.667     262.5       NaN    986.67       NaN     0.01 
     3265    1967-10-10     48     36       43.375       31.167     11.125    298.33       NaN    993.88       NaN        0 
     3266    1967-10-11     46     38       44.042       31.542     7.3333    246.96       NaN    1000.7       NaN        0 
     3267    1967-10-12     62     34       49.667       33.917     11.292    174.58       NaN    997.95       NaN        0 
     3268    1967-10-13     62     50       54.167       44.583     12.583     187.5       NaN    990.12       NaN     0.26 
     3269    1967-10-14     70     46       57.167       45.875     6.2083       180       NaN    994.21       NaN        0 
     3270    1967-10-15     64     55       59.833       53.708     6.3333       185       NaN    992.58       NaN     1.54 
     3271    1967-10-16     58     53       55.417         47.5     13.667    101.25       NaN    996.73       NaN     0.57 
     3272    1967-10-17     64     51       57.542       43.292     9.4583    181.67       NaN    992.25       NaN        0 
     3273    1967-10-18     52     43       47.917       34.042     15.167    307.92       NaN    991.48       NaN        0 
     3274    1967-10-19     52     37       44.667       32.292      9.625    255.65       NaN    997.13       NaN        0 
     3275    1967-10-20     60     41       49.458       29.417     15.125     232.5       NaN    993.47       NaN        0 
     3276    1967-10-21     56     35       45.875       24.667          7    251.43       NaN    1000.7       NaN        0 
     3277    1967-10-22     70     41       55.375       29.958     15.708    167.92       NaN    999.89       NaN        0 
     3278    1967-10-23     75     49       62.833       37.667     15.667    180.42       NaN    994.29       NaN        0 
     3279    1967-10-24     70     44       59.292       47.083     20.042    192.08       NaN    983.75       NaN     0.24 
     3280    1967-10-25     44     39        41.25       28.708     15.167    252.92       NaN    987.08       NaN        0 
     3281    1967-10-26     44     31       37.083       26.667     8.4167    228.64       NaN     990.5       NaN     0.13 
     3282    1967-10-27     40     33       36.667       30.083     12.708    239.17       NaN    990.08       NaN     0.95 
     3283    1967-10-28     43     35       38.292       30.208     7.0833    216.09       NaN    995.74       NaN        0 
     3284    1967-10-29     57     35       46.917       35.375     16.083       150       NaN    992.43       NaN     0.08 
